,origin,destination,Origin_city,Destination_city,Fly_date,year,month,name_x,origin_latitude,origin_longitude,name_y,destination_latitude,destination_longitude
3221603,PBI,RIC,"West Palm Beach, FL","Richmond, VA",1998-01-01,1998,1,Palm Beach International Airport,26.68320083618164,-80.09559631347656,Richmond International Airport,37.50519943237305,-77.3197021484375
736254,SBY,CLT,"Salisbury, MD","Charlotte, NC",2009-02-01,2009,2,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
588978,SFO,EUG,"San Francisco, CA","Eugene, OR",1998-12-01,1998,12,San Francisco International Airport,37.61899948120117,-122.375,Mahlon Sweet Field,44.12459945678711,-123.21199798583984
929725,GSO,DFW,"Greensboro, NC","Dallas, TX",2006-05-01,2006,5,Piedmont Triad International Airport,36.097801,-79.937302,Dallas Fort Worth International Airport,32.896801,-97.038002
802937,BWI,DTW,"Baltimore, MD","Detroit, MI",2008-07-01,2008,7,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
3045717,LAS,RDU,"Las Vegas, NV","Raleigh, NC",2005-10-01,2005,10,Harry Reid International Airport,36.083361,-115.151817,Raleigh Durham International Airport,35.877602,-78.787498
1445418,SHV,IAH,"Shreveport, LA","Houston, TX",2008-04-01,2008,4,Shreveport Regional Airport,32.446602,-93.8256,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
3550360,ABY,BFM,"Albany, GA","Mobile, AL",2009-10-01,2009,10,Southwest Georgia Regional Airport,31.532946,-84.196215,Mobile Downtown Airport,30.626800537100003,-88.06809997559999
70012,MSP,ORD,"Minneapolis, MN","Chicago, IL",1992-01-01,1992,1,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Chicago O'Hare International Airport,41.9786,-87.9048
2889074,DFW,ICT,"Dallas, TX","Wichita, KS",2001-06-01,2001,6,Dallas Fort Worth International Airport,32.896801,-97.038002,Wichita Eisenhower National Airport,37.649899,-97.433098
2809606,CMH,LGA,"Columbus, OH","New York, NY",2007-09-01,2007,9,John Glenn Columbus International Airport,39.998001,-82.891899,La Guardia Airport,40.777199,-73.872597
2973242,BOS,MCO,"Boston, MA","Orlando, FL",1994-11-01,1994,11,Logan International Airport,42.3643,-71.005203,Orlando International Airport,28.429399490356445,-81.30899810791016
3215867,ORD,RIC,"Chicago, IL","Richmond, VA",2003-12-01,2003,12,Chicago O'Hare International Airport,41.9786,-87.9048,Richmond International Airport,37.50519943237305,-77.3197021484375
1443934,MGM,IAH,"Montgomery, AL","Houston, TX",2007-10-01,2007,10,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1618989,LIT,CVG,"Little Rock, AR","Cincinnati, OH",2005-07-01,2005,7,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
3391356,MCO,TLH,"Orlando, FL","Tallahassee, FL",2005-12-01,2005,12,Orlando International Airport,28.429399490356445,-81.30899810791016,Tallahassee Regional Airport,30.3965,-84.350304
3519571,MSP,CWA,"Minneapolis, MN","Wausau, WI",2007-05-01,2007,5,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Central Wisconsin Airport,44.7775993347,-89.6668014526
1066007,DTW,EWR,"Detroit, MI","Newark, NJ",1997-08-01,1997,8,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Newark Liberty International Airport,40.692501,-74.168701
2618983,PHX,SAT,"Phoenix, AZ","San Antonio, TX",2001-09-01,2001,9,Phoenix Sky Harbor International Airport,33.435302,-112.005905,San Antonio International Airport,29.533701,-98.469803
1300257,PIT,ATL,"Pittsburgh, PA","Atlanta, GA",2009-08-01,2009,8,Pittsburgh International Airport,40.49150085,-80.23290253,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
929498,GSO,DFW,"Greensboro, NC","Dallas, TX",1999-01-01,1999,1,Piedmont Triad International Airport,36.097801,-79.937302,Dallas Fort Worth International Airport,32.896801,-97.038002
1926424,MAF,AUS,"Midland, TX","Austin, TX",1997-12-01,1997,12,Midland International Air and Space Port,31.942499,-102.202003,Austin Bergstrom International Airport,30.197535,-97.662015
2596882,RIC,BOS,"Richmond, VA","Boston, MA",1994-04-01,1994,4,Richmond International Airport,37.50519943237305,-77.3197021484375,Logan International Airport,42.3643,-71.005203
248658,BDL,PIT,"Hartford, CT","Pittsburgh, PA",2003-01-01,2003,1,Bradley International Airport,41.93851,-72.688066,Pittsburgh International Airport,40.49150085,-80.23290253
1652683,IAD,JFK,"Washington, DC","New York, NY",1994-02-01,1994,2,Washington Dulles International Airport,38.9445,-77.455803,John F Kennedy International Airport,40.639447,-73.779317
880874,YNG,DTW,"Youngstown, OH","Detroit, MI",1999-06-01,1999,6,Youngstown Warren Regional Airport,41.26070023,-80.67910004,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
191923,SNA,OAK,"Santa Ana, CA","Oakland, CA",1999-08-01,1999,8,John Wayne Orange County International Airport,33.675701,-117.867996,Metropolitan Oakland International Airport,37.721298,-122.221001
2481761,CVG,CID,"Cincinnati, OH","Cedar Rapids, IA",2002-11-01,2002,11,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,The Eastern Iowa Airport,41.884701,-91.7108
502754,ITO,HNL,"Hilo, HI","Honolulu, HI",2003-06-01,2003,6,Hilo International Airport,19.721399,-155.048004,Daniel K Inouye International Airport,21.32062,-157.924228
1485405,YIP,IAH,"Detroit, MI","Houston, TX",2008-07-01,2008,7,Willow Run Airport,42.23789978,-83.53040314,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
564352,TUS,LAX,"Tucson, AZ","Los Angeles, CA",1999-06-01,1999,6,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
74233,PVD,ORD,"Providence, RI","Chicago, IL",1998-04-01,1998,4,Theodore Francis Green State Airport,41.725038,-71.425668,Chicago O'Hare International Airport,41.9786,-87.9048
1802694,LAX,BNA,"Los Angeles, CA","Nashville, TN",2006-02-01,2006,2,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Nashville International Airport,36.1245002746582,-86.6781997680664
2226620,LAS,MCI,"Las Vegas, NV","Kansas City, MO",2005-10-01,2005,10,Harry Reid International Airport,36.083361,-115.151817,Kansas City International Airport,39.2976,-94.713898
1900855,YIP,CLE,"Detroit, MI","Cleveland, OH",2001-06-01,2001,6,Willow Run Airport,42.23789978,-83.53040314,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
1150790,CLE,MSP,"Cleveland, OH","Minneapolis, MN",1994-07-01,1994,7,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
820177,DFW,DTW,"Dallas, TX","Detroit, MI",1992-12-01,1992,12,Dallas Fort Worth International Airport,32.896801,-97.038002,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
3060351,ISO,RDU,"Kinston, NC","Raleigh, NC",2005-01-01,2005,1,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,Raleigh Durham International Airport,35.877602,-78.787498
1001657,ATL,SLC,"Atlanta, GA","Salt Lake City, UT",1994-05-01,1994,5,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Salt Lake City International Airport,40.785749,-111.979746
3116778,BOS,ROC,"Boston, MA","Rochester, NY",2004-09-01,2004,9,Logan International Airport,42.3643,-71.005203,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
677791,MCO,CLT,"Orlando, FL","Charlotte, NC",1995-08-01,1995,8,Orlando International Airport,28.429399490356445,-81.30899810791016,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
296646,LAX,LAS,"Los Angeles, CA","Las Vegas, NV",2006-07-01,2006,7,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Harry Reid International Airport,36.083361,-115.151817
3044523,ORD,RDU,"Chicago, IL","Raleigh, NC",2007-03-01,2007,3,Chicago O'Hare International Airport,41.9786,-87.9048,Raleigh Durham International Airport,35.877602,-78.787498
2546530,HOU,ELP,"Houston, TX","El Paso, TX",1999-08-01,1999,8,William P Hobby Airport,29.645399,-95.2789,El Paso International Airport,31.80719948,-106.3779984
623147,RDD,PDX,"Redding, CA","Portland, OR",2004-01-01,2004,1,Redding Municipal Airport,40.50899887,-122.2929993,Portland International Airport,45.58869934,-122.5979996
2149319,TYS,SHV,"Knoxville, TN","Shreveport, LA",2008-03-01,2008,3,McGhee Tyson Airport,35.811001,-83.994003,Shreveport Regional Airport,32.446602,-93.8256
2593987,JFK,BOS,"New York, NY","Boston, MA",1999-04-01,1999,4,John F Kennedy International Airport,40.639447,-73.779317,Logan International Airport,42.3643,-71.005203
3092878,LGA,DAY,"New York, NY","Dayton, OH",2009-11-01,2009,11,La Guardia Airport,40.777199,-73.872597,James M Cox Dayton International Airport,39.902401,-84.219398
3412971,PIT,BTV,"Pittsburgh, PA","Burlington, VT",2002-07-01,2002,7,Pittsburgh International Airport,40.49150085,-80.23290253,Burlington International Airport,44.471901,-73.153297
456191,BTR,MEM,"Baton Rouge, LA","Memphis, TN",1998-10-01,1998,10,Baton Rouge Metropolitan Airport,30.533199,-91.149597,Memphis International Airport,35.04240036010742,-89.97669982910156
420788,MCO,MEM,"Orlando, FL","Memphis, TN",2003-08-01,2003,8,Orlando International Airport,28.429399490356445,-81.30899810791016,Memphis International Airport,35.04240036010742,-89.97669982910156
2730940,KTN,SEA,"Ketchikan, AK","Seattle, WA",1998-07-01,1998,7,Ketchikan International Airport,55.35559845,-131.7140045,Seattle–Tacoma International Airport,47.449162,-122.311134
3318578,IAH,JAX,"Houston, TX","Jacksonville, FL",2007-05-01,2007,5,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Jacksonville International Airport,30.49410057067871,-81.68789672851562
1378370,GSP,ATL,"Greenville, SC","Atlanta, GA",1994-11-01,1994,11,Greenville Spartanburg International Airport,34.895699,-82.218903,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
694499,MSP,CLT,"Minneapolis, MN","Charlotte, NC",1997-12-01,1997,12,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
1365640,TOL,ATL,"Toledo, OH","Atlanta, GA",1995-05-01,1995,5,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
3342999,IAH,TOL,"Houston, TX","Toledo, OH",2007-04-01,2007,4,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078
3204679,COS,CMI,"Colorado Springs, CO","Champaign, IL",2006-07-01,2006,7,City of Colorado Springs Municipal Airport,38.805801,-104.700996,University of Illinois Willard Airport,40.039819,-88.276249
1546758,CMH,PHX,"Columbus, OH","Phoenix, AZ",1999-09-01,1999,9,John Glenn Columbus International Airport,39.998001,-82.891899,Phoenix Sky Harbor International Airport,33.435302,-112.005905
3055193,MDW,RDU,"Chicago, IL","Raleigh, NC",2000-03-01,2000,3,Chicago Midway International Airport,41.785999,-87.752403,Raleigh Durham International Airport,35.877602,-78.787498
93720,LAX,ORD,"Los Angeles, CA","Chicago, IL",1993-02-01,1993,2,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Chicago O'Hare International Airport,41.9786,-87.9048
1575048,HNL,SJC,"Honolulu, HI","San Jose, CA",2006-08-01,2006,8,Daniel K Inouye International Airport,21.32062,-157.924228,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188
1174169,MSN,MSP,"Madison, WI","Minneapolis, MN",2007-08-01,2007,8,Dane County Regional Truax Field,43.1399,-89.337502,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
3207847,CLT,RIC,"Charlotte, NC","Richmond, VA",2007-05-01,2007,5,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Richmond International Airport,37.50519943237305,-77.3197021484375
15826,BOS,ORD,"Boston, MA","Chicago, IL",1999-04-01,1999,4,Logan International Airport,42.3643,-71.005203,Chicago O'Hare International Airport,41.9786,-87.9048
427164,LAS,MEM,"Las Vegas, NV","Memphis, TN",2008-01-01,2008,1,Harry Reid International Airport,36.083361,-115.151817,Memphis International Airport,35.04240036010742,-89.97669982910156
3403669,DFW,PBI,"Dallas, TX","West Palm Beach, FL",2009-02-01,2009,2,Dallas Fort Worth International Airport,32.896801,-97.038002,Palm Beach International Airport,26.68320083618164,-80.09559631347656
1215918,SLC,MSP,"Salt Lake City, UT","Minneapolis, MN",1999-05-01,1999,5,Salt Lake City International Airport,40.785749,-111.979746,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
3001413,MSP,MCO,"Minneapolis, MN","Orlando, FL",2003-07-01,2003,7,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Orlando International Airport,28.429399490356445,-81.30899810791016
3359263,FAT,ILN,"Fresno, CA","Wilmington, OH",2004-11-01,2004,11,Fresno Yosemite International Airport,36.776199,-119.718002,Wilmington Airpark,39.427898407,-83.792098999
1204069,SFO,MSP,"San Francisco, CA","Minneapolis, MN",1990-11-01,1990,11,San Francisco International Airport,37.61899948120117,-122.375,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1489064,CLL,IAH,"College Station, TX","Houston, TX",1996-09-01,1996,9,Easterwood Field,30.58860016,-96.36380005,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
2206758,IAH,IND,"Houston, TX","Indianapolis, IN",1996-10-01,1996,10,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Indianapolis International Airport,39.7173,-86.294403
1946648,ORD,TPA,"Chicago, IL","Tampa, FL",1999-07-01,1999,7,Chicago O'Hare International Airport,41.9786,-87.9048,Tampa International Airport,27.975500106811523,-82.533203125
2082946,MSO,BIL,"Missoula, MT","Billings, MT",2003-03-01,2003,3,Missoula International Airport,46.91630173,-114.0910034,Billings Logan International Airport,45.807701,-108.542999
3129455,BUF,ROC,"Buffalo, NY","Rochester, NY",2000-09-01,2000,9,Buffalo Niagara International Airport,42.94049835,-78.73220062,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
719264,PNS,CLT,"Pensacola, FL","Charlotte, NC",1995-03-01,1995,3,Pensacola International Airport,30.4734,-87.1866,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
3567047,ABQ,GUP,"Albuquerque, NM","Gallup, NM",2004-07-01,2004,7,Albuquerque International Sunport,35.040199,-106.609001,Gallup Municipal Airport,35.511100769,-108.789001465
2708864,ATL,SEA,"Atlanta, GA","Seattle, WA",2006-12-01,2006,12,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Seattle–Tacoma International Airport,47.449162,-122.311134
2674566,STL,BDL,"St. Louis, MO","Hartford, CT",1997-12-01,1997,12,St Louis Lambert International Airport,38.748697,-90.370003,Bradley International Airport,41.93851,-72.688066
1075514,PHX,EWR,"Phoenix, AZ","Newark, NJ",1999-04-01,1999,4,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Newark Liberty International Airport,40.692501,-74.168701
3270129,BWI,PVD,"Baltimore, MD","Providence, RI",1997-04-01,1997,4,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Theodore Francis Green State Airport,41.725038,-71.425668
1351118,SFO,ATL,"San Francisco, CA","Atlanta, GA",2003-12-01,2003,12,San Francisco International Airport,37.61899948120117,-122.375,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
2246496,CHA,MCI,"Chattanooga, TN","Kansas City, MO",1994-03-01,1994,3,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,Kansas City International Airport,39.2976,-94.713898
2431749,MDW,DCA,"Chicago, IL","Washington, DC",1990-05-01,1990,5,Chicago Midway International Airport,41.785999,-87.752403,Ronald Reagan Washington National Airport,38.8521,-77.037697
1295148,BNA,ATL,"Nashville, TN","Atlanta, GA",1992-11-01,1992,11,Nashville International Airport,36.1245002746582,-86.6781997680664,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
2106284,DTW,MKE,"Detroit, MI","Milwaukee, WI",2007-05-01,2007,5,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,General Mitchell International Airport,42.94720077514648,-87.89659881591797
3470411,LGA,MYR,"New York, NY","Myrtle Beach, SC",2009-11-01,2009,11,La Guardia Airport,40.777199,-73.872597,Myrtle Beach International Airport,33.6796989441,-78.9282989502
904485,ATL,DFW,"Atlanta, GA","Dallas, TX",1999-03-01,1999,3,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Dallas Fort Worth International Airport,32.896801,-97.038002
2587947,RDU,BOS,"Raleigh, NC","Boston, MA",1998-11-01,1998,11,Raleigh Durham International Airport,35.877602,-78.787498,Logan International Airport,42.3643,-71.005203
1931780,EWR,TPA,"Newark, NJ","Tampa, FL",1998-01-01,1998,1,Newark Liberty International Airport,40.692501,-74.168701,Tampa International Airport,27.975500106811523,-82.533203125
2071292,PBI,PHL,"West Palm Beach, FL","Philadelphia, PA",2000-04-01,2000,4,Palm Beach International Airport,26.68320083618164,-80.09559631347656,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1080315,MEM,EWR,"Memphis, TN","Newark, NJ",2004-07-01,2004,7,Memphis International Airport,35.04240036010742,-89.97669982910156,Newark Liberty International Airport,40.692501,-74.168701
1661995,MIA,JFK,"Miami, FL","New York, NY",1996-01-01,1996,1,Miami International Airport,25.79319953918457,-80.29060363769531,John F Kennedy International Airport,40.639447,-73.779317
717458,PHL,CLT,"Philadelphia, PA","Charlotte, NC",2004-11-01,2004,11,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2406968,PHX,DCA,"Phoenix, AZ","Washington, DC",2009-04-01,2009,4,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Ronald Reagan Washington National Airport,38.8521,-77.037697
2267669,ORD,TUL,"Chicago, IL","Tulsa, OK",2007-08-01,2007,8,Chicago O'Hare International Airport,41.9786,-87.9048,Tulsa International Airport,36.19839859008789,-95.88809967041016
2996246,STL,MCO,"St. Louis, MO","Orlando, FL",2007-05-01,2007,5,St Louis Lambert International Airport,38.748697,-90.370003,Orlando International Airport,28.429399490356445,-81.30899810791016
1382534,IAH,ATL,"Houston, TX","Atlanta, GA",2001-10-01,2001,10,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
3049801,PVD,RDU,"Providence, RI","Raleigh, NC",1990-11-01,1990,11,Theodore Francis Green State Airport,41.725038,-71.425668,Raleigh Durham International Airport,35.877602,-78.787498
739044,CLT,IAD,"Charlotte, NC","Washington, DC",2006-09-01,2006,9,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Washington Dulles International Airport,38.9445,-77.455803
2010081,DTW,PHL,"Detroit, MI","Philadelphia, PA",1997-04-01,1997,4,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Philadelphia International Airport,39.87189865112305,-75.24109649658203
2689387,LAX,OGG,"Los Angeles, CA","Kahului, HI",1996-01-01,1996,1,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Kahului International Airport,20.898543,-156.431212
2085085,SLC,IDA,"Salt Lake City, UT","Idaho Falls, ID",1990-02-01,1990,2,Salt Lake City International Airport,40.785749,-111.979746,Idaho Falls Regional Airport,43.514599,-112.070999
578494,HOU,LAX,"Houston, TX","Los Angeles, CA",2002-10-01,2002,10,William P Hobby Airport,29.645399,-95.2789,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
3045803,MHT,RDU,"Manchester, NH","Raleigh, NC",1999-10-01,1999,10,Manchester-Boston Regional Airport,42.932598,-71.435699,Raleigh Durham International Airport,35.877602,-78.787498
2003991,EWR,PHL,"Newark, NJ","Philadelphia, PA",1996-08-01,1996,8,Newark Liberty International Airport,40.692501,-74.168701,Philadelphia International Airport,39.87189865112305,-75.24109649658203
3005769,IND,MCO,"Indianapolis, IN","Orlando, FL",2008-11-01,2008,11,Indianapolis International Airport,39.7173,-86.294403,Orlando International Airport,28.429399490356445,-81.30899810791016
82777,JFK,ORD,"New York, NY","Chicago, IL",2007-07-01,2007,7,John F Kennedy International Airport,40.639447,-73.779317,Chicago O'Hare International Airport,41.9786,-87.9048
1914798,LAS,AUS,"Las Vegas, NV","Austin, TX",2005-05-01,2005,5,Harry Reid International Airport,36.083361,-115.151817,Austin Bergstrom International Airport,30.197535,-97.662015
1331879,LGA,ATL,"New York, NY","Atlanta, GA",1993-06-01,1993,6,La Guardia Airport,40.777199,-73.872597,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1412098,SAT,IAH,"San Antonio, TX","Houston, TX",1997-04-01,1997,4,San Antonio International Airport,29.533701,-98.469803,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1994760,ORD,ABE,"Chicago, IL","Allentown, PA",1993-01-01,1993,1,Chicago O'Hare International Airport,41.9786,-87.9048,Lehigh Valley International Airport,40.651773,-75.442797
2818086,PHX,ABI,"Phoenix, AZ","Abilene, TX",1997-03-01,1997,3,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Abilene Regional Airport,32.4113006592,-99.6819000244
1113333,DSM,EWR,"Des Moines, IA","Newark, NJ",2003-01-01,2003,1,Des Moines International Airport,41.534,-93.663101,Newark Liberty International Airport,40.692501,-74.168701
3350764,DCA,LEX,"Washington, DC","Lexington, KY",2005-01-01,2005,1,Ronald Reagan Washington National Airport,38.8521,-77.037697,Blue Grass Airport,38.036499,-84.605904
2969247,SAT,MCO,"San Antonio, TX","Orlando, FL",2002-05-01,2002,5,San Antonio International Airport,29.533701,-98.469803,Orlando International Airport,28.429399490356445,-81.30899810791016
2982784,ATL,MCO,"Atlanta, GA","Orlando, FL",1990-04-01,1990,4,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Orlando International Airport,28.429399490356445,-81.30899810791016
785755,CLE,DTW,"Cleveland, OH","Detroit, MI",1995-08-01,1995,8,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2411557,MCO,DCA,"Orlando, FL","Washington, DC",2002-09-01,2002,9,Orlando International Airport,28.429399490356445,-81.30899810791016,Ronald Reagan Washington National Airport,38.8521,-77.037697
2564327,EWR,BOS,"Newark, NJ","Boston, MA",2002-06-01,2002,6,Newark Liberty International Airport,40.692501,-74.168701,Logan International Airport,42.3643,-71.005203
553842,SFO,LAX,"San Francisco, CA","Los Angeles, CA",2008-02-01,2008,2,San Francisco International Airport,37.61899948120117,-122.375,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
3231756,MCO,GSO,"Orlando, FL","Greensboro, NC",2004-01-01,2004,1,Orlando International Airport,28.429399490356445,-81.30899810791016,Piedmont Triad International Airport,36.097801,-79.937302
3195709,IAH,CLL,"Houston, TX","College Station, TX",2002-08-01,2002,8,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Easterwood Field,30.58860016,-96.36380005
2981443,PIT,MCO,"Pittsburgh, PA","Orlando, FL",1999-08-01,1999,8,Pittsburgh International Airport,40.49150085,-80.23290253,Orlando International Airport,28.429399490356445,-81.30899810791016
1304611,MEM,ATL,"Memphis, TN","Atlanta, GA",2003-06-01,2003,6,Memphis International Airport,35.04240036010742,-89.97669982910156,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1895589,CMH,CLE,"Columbus, OH","Cleveland, OH",1995-10-01,1995,10,John Glenn Columbus International Airport,39.998001,-82.891899,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
2169639,EWR,IND,"Newark, NJ","Indianapolis, IN",1997-01-01,1997,1,Newark Liberty International Airport,40.692501,-74.168701,Indianapolis International Airport,39.7173,-86.294403
2657711,GCK,EKO,"Garden City, KS","Elko, NV",2003-04-01,2003,4,Garden City Regional Airport,37.9275016785,-100.723999023,Elko Regional Airport,40.82490158081055,-115.79199981689452
394812,PIA,STL,"Peoria, IL","St. Louis, MO",1991-03-01,1991,3,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,St Louis Lambert International Airport,38.748697,-90.370003
3432772,PHL,ROA,"Philadelphia, PA","Roanoke, VA",2002-05-01,2002,5,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403
2669064,ATL,BDL,"Atlanta, GA","Hartford, CT",1997-01-01,1997,1,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Bradley International Airport,41.93851,-72.688066
2458204,LGA,CMH,"New York, NY","Columbus, OH",2002-11-01,2002,11,La Guardia Airport,40.777199,-73.872597,John Glenn Columbus International Airport,39.998001,-82.891899
3379528,IAH,LSE,"Houston, TX","La Crosse, WI",2008-10-01,2008,10,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,La Crosse Regional Airport,43.879002,-91.256699
2145184,DFW,SHV,"Dallas, TX","Shreveport, LA",1998-06-01,1998,6,Dallas Fort Worth International Airport,32.896801,-97.038002,Shreveport Regional Airport,32.446602,-93.8256
2919249,PIT,BWI,"Pittsburgh, PA","Baltimore, MD",1995-04-01,1995,4,Pittsburgh International Airport,40.49150085,-80.23290253,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
3260065,RWI,YIP,"Rocky Mount, NC","Detroit, MI",2006-08-01,2006,8,Rocky Mount Wilson Regional Airport,35.856300354003906,-77.89189910888672,Willow Run Airport,42.23789978,-83.53040314
126228,ICT,ORD,"Wichita, KS","Chicago, IL",1991-11-01,1991,11,Wichita Eisenhower National Airport,37.649899,-97.433098,Chicago O'Hare International Airport,41.9786,-87.9048
867209,IAH,DTW,"Houston, TX","Detroit, MI",1994-11-01,1994,11,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2610205,PBI,BOS,"West Palm Beach, FL","Boston, MA",2006-07-01,2006,7,Palm Beach International Airport,26.68320083618164,-80.09559631347656,Logan International Airport,42.3643,-71.005203
357080,SGF,STL,"Springfield, MO","St. Louis, MO",1991-11-01,1991,11,Springfield Branson National Airport,37.245701,-93.388603,St Louis Lambert International Airport,38.748697,-90.370003
3504017,CLT,ILM,"Charlotte, NC","Wilmington, NC",2009-04-01,2009,4,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Wilmington International Airport,34.270599365234375,-77.90260314941406
881657,SAN,DTW,"San Diego, CA","Detroit, MI",2005-11-01,2005,11,San Diego International Airport,32.7336006165,-117.190002441,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
861261,FWA,DTW,"Fort Wayne, IN","Detroit, MI",1990-02-01,1990,2,Fort Wayne International Airport,40.9785,-85.195099,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2716332,MSP,SEA,"Minneapolis, MN","Seattle, WA",1997-01-01,1997,1,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Seattle–Tacoma International Airport,47.449162,-122.311134
2690605,LAX,OGG,"Los Angeles, CA","Kahului, HI",2009-12-01,2009,12,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Kahului International Airport,20.898543,-156.431212
