origin,destination,count
IND_2,ORD_3,19907
SEA_2,DFW_3,16401
SEA_2,LAX_3,43726
DCA_2,LGA_3,65859
IND_2,IAD_3,1370
IND_2,STL_3,18915
SEA_2,JFK_3,6950
IND_2,SFO_3,2118
IND_2,PIT_3,9110
SEA_2,LAS_3,6805
ATL_2,IAD_3,13356
BOS_2,MCO_3,20946
IND_2,PHX_3,5274
IND_2,IAH_3,4286
DCA_2,MSP_3,12962
SFO_2,MIA_3,6469
IND_2,JFK_3,1250
SEA_2,PHX_3,12387
IND_2,LAS_3,3202
IND_2,PHL_3,5570
DCA_2,EWR_3,22449
IND_2,CVG_3,7466
JFK_2,EWR_3,286
DCA_2,STL_3,17880
PIT_2,PHX_3,8510
DCA_2,BWI_3,197
JFK_2,PIT_3,5042
BOS_2,IAH_3,5520
BOS_2,CLT_3,16401
DCA_2,CLE_3,11123
SFO_2,CLE_3,5146
JFK_2,PHX_3,12107
IAH_2,SLC_3,4718
PIT_2,SEA_3,5206
STL_2,TPA_3,12131
JFK_2,PHL_3,3445
IAH_2,STL_3,4389
BOS_2,DCA_3,46082
IAH_2,SFO_3,16971
PIT_2,SFO_3,10275
JFK_2,SEA_3,7416
SFO_2,CLT_3,6353
IAH_2,PHX_3,16985
DCA_2,ATL_3,45123
PIT_2,ORD_3,22104
BOS_2,IAD_3,13190
STL_2,SLC_3,8823
JFK_2,TPA_3,8804
BOS_2,PIT_3,14324
IAH_2,PIT_3,5300
JFK_2,STL_3,5344
DCA_2,TPA_3,11255
SFO_2,CVG_3,4305
DCA_2,BOS_3,45349
JFK_2,SLC_3,5716
PIT_2,PHL_3,22852
JFK_2,SFO_3,40180
IAH_2,SEA_3,3617
LAS_2,ATL_3,7819
BOS_2,PHL_3,34947
DCA_2,CLT_3,16011
DCA_2,DFW_3,26242
JFK_2,LAS_3,7522
SEA_2,CLE_3,168
JFK_2,IND_3,1393
SEA_2,TPA_3,199
JFK_2,IAH_3,5862
SEA_2,CLT_3,1093
IND_2,CLE_3,7008
SEA_2,STL_3,3839
DCA_2,DTW_3,14618
SEA_2,CVG_3,1844
JFK_2,IAD_3,809
BOS_2,MSP_3,14382
ATL_2,IAH_3,19440
IND_2,CLT_3,5988
IND_2,BWI_3,2035
IAH_2,TPA_3,8708
BOS_2,ORD_3,41205
SFO_2,PHL_3,5907
JFK_2,ORD_3,6903
IND_2,ATL_3,15066
JFK_2,MSP_3,2048
TPA_2,DFW_3,22816
JFK_2,MIA_3,27461
PIT_2,STL_3,8013
SFO_2,BOS_3,11097
PIT_2,TPA_3,14363
DCA_2,CVG_3,8659
DCA_2,PIT_3,12952
TPA_2,ATL_3,52219
JFK_2,MCO_3,13762
SFO_2,ATL_3,25825
SEA_2,ATL_3,18153
JFK_2,LGA_3,0
JFK_2,LAX_3,77319
CVG_2,MCO_3,10899
ORD_2,BWI_3,18449
LAX_2,EWR_3,25916
MIA_2,DTW_3,11937
ORD_2,STL_3,40287
ATL_2,PHL_3,39049
ORD_2,TPA_3,20659
MIA_2,DFW_3,28546
CLT_2,BOS_3,14383
MIA_2,DCA_3,25444
PHL_2,ATL_3,40087
MIA_2,CVG_3,5496
SLC_2,LAS_3,19639
CLT_2,BWI_3,10703
STL_2,CLT_3,5631
MIA_2,CLT_3,12851
PHL_2,BOS_3,34825
MIA_2,CLE_3,4852
PHL_2,BWI_3,2724
PHL_2,CLE_3,10342
CLT_2,CLE_3,7951
MIA_2,BWI_3,8608
MIA_2,EWR_3,29997
CLT_2,ATL_3,30615
BWI_2,STL_3,7725
MIA_2,IAD_3,7475
ORD_2,PHX_3,50008
CLE_2,ATL_3,16825
CLE_2,SFO_3,4807
MIA_2,MEM_3,5430
ORD_2,PIT_3,21350
STL_2,BWI_3,7066
MIA_2,MCO_3,28949
MIA_2,LGA_3,68300
ORD_2,SEA_3,30873
MIA_2,BOS_3,21224
BWI_2,TPA_3,11031
MIA_2,LAX_3,26193
SLC_2,LAX_3,28459
MIA_2,JFK_3,28103
MIA_2,IND_3,196
STL_2,CLE_3,5744
ORD_2,SFO_3,50875
CLE_2,TPA_3,6574
MIA_2,IAH_3,18725
ORD_2,SLC_3,21130
CLE_2,STL_3,5958
MIA_2,MSP_3,11107
STL_2,CVG_3,5871
PHL_2,CLT_3,16705
CLT_2,EWR_3,17856
MEM_2,MSP_3,20891
MEM_2,MIA_3,6163
MEM_2,MCO_3,9342
PHL_2,IAD_3,3958
STL_2,DFW_3,21428
MEM_2,LGA_3,6664
SLC_2,IND_3,38
MEM_2,LAX_3,8210
PHL_2,IAH_3,9759
CLT_2,IAH_3,5421
MEM_2,LAS_3,2874
PHL_2,IND_3,5567
BWI_2,ORD_3,17254
STL_2,DTW_3,18865
MEM_2,IND_3,5353
MEM_2,IAH_3,2436
PHL_2,JFK_3,4941
CLT_2,IND_3,5967
BWI_2,PHL_3,1040
PHL_2,EWR_3,187
MEM_2,ORD_3,13577
PHL_2,DTW_3,13562
BWI_2,PIT_3,13081
IAH_2,DTW_3,4806
MEM_2,TPA_3,6341
SLC_2,JFK_3,5748
CLT_2,DCA_3,14775
MEM_2,STL_3,7438
MEM_2,SFO_3,4874
PHL_2,CVG_3,10022
MEM_2,SEA_3,2133
MIA_2,ATL_3,63173
PHL_2,DCA_3,42
CLT_2,DFW_3,13789
MEM_2,PIT_3,2626
ATL_2,ORD_3,53346
ATL_2,STL_3,25582
MEM_2,PHX_3,3223
BWI_2,PHX_3,9070
CLT_2,DTW_3,8489
STL_2,DCA_3,18401
MEM_2,PHL_3,4257
PHL_2,DFW_3,17115
MIA_2,ORD_3,28110
ATL_2,SLC_3,24795
MIA_2,PHL_3,21333
MSP_2,PHL_3,7002
MSP_2,ORD_3,49177
ATL_2,SFO_3,24148
CLE_2,DFW_3,6844
CLE_2,LAS_3,3773
SLC_2,SEA_3,12427
MSP_2,MIA_3,11681
MSP_2,MEM_3,19123
ORD_2,DTW_3,55056
CLE_2,LAX_3,7357
MSP_2,MCO_3,17799
ORD_2,EWR_3,47400
MSP_2,LGA_3,14164
ORD_2,IAD_3,14880
CLE_2,LGA_3,12828
CLE_2,DCA_3,11243
SLC_2,SFO_3,15521
MSP_2,LAX_3,23792
MSP_2,LAS_3,17890
ORD_2,DFW_3,46298
MSP_2,PHX_3,33820
CLE_2,JFK_3,4988
ORD_2,DCA_3,34514
ORD_2,BOS_3,40927
CLE_2,EWR_3,11291
CLE_2,IAD_3,3417
SLC_2,PHL_3,122
ORD_2,ATL_3,52062
MSP_2,TPA_3,10192
ORD_2,CLE_3,26070
CLE_2,IAH_3,6544
ORD_2,CLT_3,13964
MSP_2,JFK_3,1992
SLC_2,PHX_3,21223
SLC_2,ORD_3,20876
MSP_2,SLC_3,13566
MSP_2,SFO_3,17876
ORD_2,CVG_3,17186
CLE_2,IND_3,6791
MSP_2,SEA_3,16969
CLE_2,DTW_3,8282
ATL_2,SEA_3,14681
MSP_2,PIT_3,6420
MSP_2,STL_3,15563
ORD_2,IAH_3,19246
CLE_2,MCO_3,13963
ORD_2,IND_3,17615
CLE_2,ORD_3,27707
MSP_2,BWI_3,2458
MSP_2,BOS_3,12301
CLE_2,BWI_3,6418
ORD_2,MEM_3,13475
CLE_2,PHL_3,9697
MSP_2,ATL_3,12852
MIA_2,TPA_3,24086
ORD_2,MIA_3,28031
SLC_2,MCO_3,4756
MIA_2,STL_3,12900
CLE_2,PHX_3,5618
MIA_2,SFO_3,5487
MIA_2,SEA_3,0
ORD_2,MSP_3,49545
CLE_2,PIT_3,10939
ATL_2,PHX_3,13922
MIA_2,PIT_3,6070
ORD_2,PHL_3,29957
STL_2,BOS_3,12618
CLE_2,BOS_3,9836
MEM_2,EWR_3,3112
STL_2,ATL_3,25059
MSP_2,CLE_3,7036
MSP_2,IND_3,5561
SLC_2,MSP_3,12412
MSP_2,IAH_3,6018
MSP_2,IAD_3,2612
CLE_2,CVG_3,6225
ATL_2,PIT_3,24993
ORD_2,JFK_3,7324
MSP_2,EWR_3,9077
MSP_2,DTW_3,27422
ORD_2,MCO_3,36257
ORD_2,LAS_3,33073
CLE_2,CLT_3,7151
SLC_2,STL_3,8380
MSP_2,DFW_3,16478
MSP_2,DCA_3,12497
ORD_2,LAX_3,74765
CLE_2,MSP_3,6900
MSP_2,CVG_3,6078
ORD_2,LGA_3,61266
MSP_2,CLT_3,3035
CLE_2,MIA_3,6011
PIT_2,CLE_3,10509
MEM_2,DTW_3,11687
SLC_2,IAH_3,4166
BWI_2,EWR_3,7131
STL_2,MCO_3,15507
LGA_2,DFW_3,40491
PHX_2,LAX_3,92374
CVG_2,DCA_3,10315
LGA_2,DCA_3,65106
PHX_2,LGA_3,128
LGA_2,CVG_3,11535
BWI_2,DTW_3,8942
LGA_2,CLT_3,17632
CVG_2,DFW_3,11186
LGA_2,CLE_3,13374
PHX_2,MEM_3,4508
LGA_2,BWI_3,7955
PHX_2,MSP_3,32443
SLC_2,ATL_3,19188
CVG_2,DTW_3,10557
ATL_2,LGA_3,54123
LGA_2,BOS_3,55720
CVG_2,CLT_3,3413
SLC_2,BOS_3,6794
LGA_2,DTW_3,19872
PHX_2,LAS_3,89094
PHX_2,EWR_3,6741
LGA_2,MIA_3,69019
BWI_2,IAH_3,2841
CVG_2,BOS_3,9295
LGA_2,MEM_3,6701
ATL_2,MCO_3,83636
PHX_2,IAD_3,5434
LGA_2,MCO_3,38343
LGA_2,JFK_3,146
LGA_2,ATL_3,55562
PHX_2,IAH_3,16377
CVG_2,BWI_3,3399
LGA_2,IND_3,3919
LGA_2,IAH_3,12039
PHX_2,IND_3,5587
CVG_2,CLE_3,5896
PHX_2,JFK_3,12177
STL_2,LGA_3,16518
LGA_2,IAD_3,11462
LGA_2,EWR_3,288
BWI_2,IAD_3,312
LGA_2,MSP_3,14792
PHX_2,ORD_3,43750
CVG_2,EWR_3,9434
LAX_2,MIA_3,28290
PHX_2,STL_3,18973
LAX_2,MEM_3,8955
BWI_2,CLT_3,12554
LAX_2,MCO_3,8917
LAX_2,LAS_3,61029
PIT_2,ATL_3,26018
SFO_2,STL_3,9563
ATL_2,LAX_3,43324
CVG_2,LAX_3,8085
LAX_2,JFK_3,78142
PIT_2,BOS_3,13086
LAX_2,IND_3,4521
PIT_2,BWI_3,12939
CVG_2,LGA_3,14316
LAX_2,IAH_3,25841
BWI_2,CLE_3,6728
STL_2,ORD_3,39152
LAX_2,IAD_3,26297
LAX_2,MSP_3,21926
STL_2,MSP_3,14449
PHX_2,SLC_3,21851
CVG_2,JFK_3,2154
PHX_2,PHL_3,5061
STL_2,MEM_3,7295
LAX_2,TPA_3,5466
LAX_2,STL_3,17353
PHX_2,PIT_3,8088
LAX_2,SLC_3,28109
BWI_2,DCA_3,69
CVG_2,IAD_3,5
LAX_2,SFO_3,121621
BWI_2,DFW_3,12337
LAX_2,SEA_3,43796
STL_2,MIA_3,13665
LAX_2,PIT_3,11923
BOS_2,BWI_3,16780
LAX_2,PHX_3,93499
PHX_2,SFO_3,26021
CVG_2,IND_3,6113
LAX_2,PHL_3,10308
BWI_2,CVG_3,2900
LAX_2,ORD_3,72442
PHX_2,SEA_3,10240
LGA_2,ORD_3,63537
CVG_2,ATL_3,15936
PHX_2,DTW_3,18807
SLC_2,DTW_3,140
CLT_2,MEM_3,4138
MCO_2,PIT_3,14917
PHL_2,MSP_3,7508
MCO_2,PHL_3,26730
ATL_2,TPA_3,58118
CLT_2,MIA_3,14195
MCO_2,ORD_3,32700
PHL_2,ORD_3,30015
ATL_2,MIA_3,67374
MCO_2,MSP_3,15692
BWI_2,MCO_3,21603
MCO_2,MIA_3,33429
CLT_2,MSP_3,2796
MCO_2,MEM_3,9891
PHL_2,PHX_3,4935
STL_2,IAH_3,4397
MCO_2,LGA_3,35277
PHL_2,PIT_3,22699
MCO_2,SLC_3,4312
PHL_2,MIA_3,22035
STL_2,IAD_3,3988
CLT_2,MCO_3,19949
CLT_2,JFK_3,1374
ATL_2,MSP_3,11696
MEM_2,DFW_3,17378
BWI_2,MSP_3,3112
MEM_2,DCA_3,6634
PHL_2,LAX_3,10969
MEM_2,CVG_3,3084
MEM_2,CLT_3,3887
PHL_2,LGA_3,7
BWI_2,LGA_3,7080
CLT_2,LAX_3,7944
STL_2,EWR_3,11406
MEM_2,BOS_3,4819
MEM_2,ATL_3,21899
BWI_2,MIA_3,8600
CLT_2,LGA_3,17764
MCO_2,TPA_3,5457
PHL_2,MEM_3,4046
MCO_2,STL_3,14347
SLC_2,IAD_3,5456
PHL_2,MCO_3,27625
CLT_2,ORD_3,13222
MCO_2,LAX_3,7574
PHL_2,SFO_3,6275
PHX_2,CLE_3,5384
CLT_2,SFO_3,5718
MCO_2,BWI_3,19764
BWI_2,JFK_3,1991
PHX_2,CLT_3,4583
MCO_2,BOS_3,17902
SLC_2,CVG_3,13695
CLT_2,STL_3,6385
STL_2,LAS_3,13050
MCO_2,CLE_3,11430
MCO_2,ATL_3,75330
LGA_2,TPA_3,18728
PHX_2,DFW_3,39381
LGA_2,STL_3,16810
BWI_2,IND_3,2628
CLT_2,TPA_3,15603
LGA_2,PIT_3,16248
LGA_2,PHL_3,87
BOS_2,ATL_3,44301
STL_2,LAX_3,19132
PHX_2,CVG_3,4036
PHL_2,LAS_3,2301
MCO_2,CLT_3,19441
PHX_2,BWI_3,8995
MCO_2,JFK_3,12204
CLT_2,PHL_3,17626
PHL_2,STL_3,10712
STL_2,IND_3,17767
MCO_2,IND_3,4963
BWI_2,LAX_3,6823
MCO_2,IAD_3,11328
PHL_2,TPA_3,17115
CLT_2,PHX_3,4389
STL_2,JFK_3,4710
MCO_2,EWR_3,33017
MCO_2,DTW_3,22059
SLC_2,DFW_3,26738
CLT_2,PIT_3,9436
MCO_2,DFW_3,35763
BWI_2,LAS_3,1127
MCO_2,DCA_3,13446
CLT_2,SEA_3,848
MCO_2,CVG_3,10742
ATL_2,MEM_3,21831
PHX_2,ATL_3,13730
CLT_2,CVG_3,3494
MCO_2,IAH_3,12701
EWR_2,MSP_3,9628
IAD_2,LGA_3,11616
TPA_2,IAH_3,8807
IAD_2,IAH_3,2969
IAD_2,ORD_3,13785
DTW_2,EWR_3,18854
DTW_2,JFK_3,6892
IAD_2,MIA_3,8262
DTW_2,SLC_3,465
EWR_2,DCA_3,22198
DTW_2,BWI_3,8594
DFW_2,TPA_3,23490
EWR_2,IAD_3,9664
TPA_2,MIA_3,25077
EWR_2,MEM_3,3013
DTW_2,PHX_3,19025
IAD_2,LAS_3,48
DTW_2,CLT_3,8897
DTW_2,CLE_3,7956
EWR_2,CVG_3,8242
DFW_2,IAH_3,61377
IAH_2,BWI_3,2655
EWR_2,CLT_3,16243
IAD_2,DFW_3,15851
EWR_2,STL_3,11793
IAD_2,MSP_3,2300
DTW_2,ORD_3,53631
DFW_2,DCA_3,23824
TPA_2,PHL_3,14845
TPA_2,LAX_3,4937
EWR_2,MCO_3,36640
IAD_2,DCA_3,185
DFW_2,MEM_3,17971
EWR_2,IAH_3,17995
EWR_2,TPA_3,20807
IAH_2,ATL_3,19423
DFW_2,SLC_3,28323
DTW_2,STL_3,18961
EWR_2,PHX_3,7594
EWR_2,ATL_3,45911
DFW_2,LGA_3,40340
TPA_2,LGA_3,18201
DTW_2,SEA_3,6380
DTW_2,PHL_3,14236
IAD_2,SLC_3,5854
TPA_2,JFK_3,8221
EWR_2,CLE_3,12327
IAD_2,IND_3,1574
TPA_2,MCO_3,8854
DFW_2,IND_3,8500
DTW_2,MEM_3,12581
IAD_2,PHX_3,4315
EWR_2,ORD_3,49553
DFW_2,DTW_3,19066
IAH_2,CLE_3,6799
IAD_2,STL_3,4041
IAD_2,PHL_3,4014
DFW_2,PHX_3,37746
DFW_2,IAD_3,15983
DTW_2,SFO_3,12877
DTW_2,MIA_3,12851
IAD_2,JFK_3,2898
TPA_2,PIT_3,11852
DTW_2,DCA_3,15755
IAD_2,BOS_3,13409
DTW_2,ATL_3,34976
EWR_2,LGA_3,489
IAH_2,CLT_3,5465
EWR_2,JFK_3,384
DFW_2,LAS_3,45680
IAD_2,PIT_3,7223
ATL_2,CLT_3,28843
ATL_2,CLE_3,16561
DFW_2,MSP_3,15357
DTW_2,IND_3,13116
DTW_2,MCO_3,22208
IAD_2,TPA_3,9285
EWR_2,BWI_3,7704
IAD_2,ATL_3,13326
TPA_2,MEM_3,6906
DFW_2,PIT_3,11925
EWR_2,MIA_3,30167
DTW_2,IAD_3,6803
DTW_2,IAH_3,5073
IAD_2,CLE_3,3154
DTW_2,LAS_3,9681
IAD_2,MCO_3,13036
TPA_2,ORD_3,18101
DFW_2,MIA_3,27815
IAH_2,CVG_3,87
IAD_2,SFO_3,19191
DTW_2,BOS_3,18791
EWR_2,SLC_3,283
TPA_2,IND_3,4939
TPA_2,STL_3,10994
IAH_2,DFW_3,58487
IAD_2,DTW_3,7026
ATL_2,BWI_3,23451
DFW_2,MCO_3,33428
TPA_2,MSP_3,10657
EWR_2,IND_3,2989
DFW_2,ORD_3,42826
EWR_2,DTW_3,17423
DFW_2,PHL_3,16386
EWR_2,PIT_3,17223
DFW_2,EWR_3,24072
ATL_2,CVG_3,16492
IAH_2,BOS_3,5381
EWR_2,SEA_3,2198
IAD_2,LAX_3,27162
DTW_2,CVG_3,12009
DTW_2,MSP_3,28704
ATL_2,DCA_3,45821
DFW_2,LAX_3,60316
DTW_2,TPA_3,16018
EWR_2,SFO_3,15286
EWR_2,BOS_3,39121
EWR_2,DFW_3,25586
DFW_2,STL_3,21867
DTW_2,PIT_3,12539
DFW_2,SFO_3,36155
EWR_2,LAS_3,4479
DTW_2,LGA_3,19774
DFW_2,SEA_3,19829
EWR_2,LAX_3,24625
IAD_2,SEA_3,2738
DFW_2,JFK_3,8697
DTW_2,LAX_3,17312
IAD_2,EWR_3,8876
ATL_2,BOS_3,43104
IAH_2,DCA_3,13009
DTW_2,DFW_3,22364
TPA_3,CLT_4,21487
IND_3,MSP_4,6524
CLT_3,LAX_4,10142
SFO_3,PHX_4,33721
BWI_3,CLT_4,15544
PHL_3,LGA_4,440
PIT_3,ORD_4,27439
CLT_3,PHL_4,20279
IND_3,IAH_4,5408
DTW_3,CLT_4,11414
DFW_3,EWR_4,26449
STL_3,TPA_4,15444
CLE_3,DFW_4,7426
DCA_3,MCO_4,18819
PIT_3,ATL_4,29337
PHX_3,PHL_4,5997
IAD_3,TPA_4,12306
MCO_3,JFK_4,15621
BOS_3,JFK_4,17825
STL_3,EWR_4,12087
ATL_3,SEA_4,19429
IND_3,IAD_4,2139
IAD_3,ATL_4,15043
MCO_3,LAX_4,8503
DFW_3,MSP_4,19110
STL_3,PHL_4,13323
PIT_3,PHL_4,28977
MSP_3,STL_4,20615
PIT_3,BWI_4,16500
DFW_3,IND_4,11228
MCO_3,DTW_4,26927
CLE_3,IAH_4,8509
MEM_3,CVG_4,3566
DCA_3,LGA_4,79781
CLT_3,PIT_4,12412
IND_3,EWR_4,3409
SEA_3,SLC_4,14016
IAD_3,STL_4,5111
PIT_3,PHX_4,9879
MSP_3,PIT_4,8123
IND_3,PHX_4,6412
MEM_3,DCA_4,8547
DCA_3,CLT_4,20373
DCA_3,ORD_4,50607
MCO_3,DFW_4,41783
CLT_3,LAS_4,20
TPA_3,STL_4,14828
MCO_3,EWR_4,42938
JFK_3,PHL_4,5777
EWR_3,SFO_4,19633
STL_3,IND_4,22802
BOS_3,CVG_4,10712
ORD_3,EWR_4,57179
IND_3,ORD_4,26252
MCO_3,IND_4,5752
MEM_3,CLT_4,4572
SFO_3,STL_4,12447
JFK_3,SEA_4,9266
STL_3,ORD_4,54190
CVG_3,SLC_4,15818
MCO_3,IAH_4,16021
MCO_3,IAD_4,15461
IND_3,PHL_4,7023
IAD_3,JFK_4,2964
TPA_3,MCO_4,11249
CLT_3,PHX_4,5512
LAX_3,IND_4,5645
BWI_3,DFW_4,14248
PIT_3,BOS_4,16288
LAX_3,IAH_4,30017
CVG_3,LGA_4,15760
SFO_3,MEM_4,6089
MCO_3,LGA_4,39813
PHX_3,SFO_4,31472
DCA_3,MIA_4,27110
BOS_3,PIT_4,17802
CLT_3,MIA_4,14960
IAH_3,ATL_4,23798
IND_3,LAX_4,6380
CLE_3,IND_4,9189
MCO_3,STL_4,17316
MCO_3,PHL_4,34354
EWR_3,IAH_4,19661
CVG_3,MCO_4,13126
MCO_3,ORD_4,43318
PHX_3,PIT_4,9858
EWR_3,TPA_4,21468
IND_3,JFK_4,2177
IND_3,LGA_4,6142
DFW_3,SLC_4,33570
EWR_3,DCA_4,26435
BWI_3,PHX_4,10164
DCA_3,CLE_4,14496
EWR_3,SLC_4,111
MCO_3,PIT_4,17839
SLC_3,JFK_4,7328
CLT_3,MCO_4,22753
PHX_3,SEA_4,14094
DTW_3,MEM_4,17674
JFK_3,PIT_4,8077
MCO_3,SLC_4,4834
MSP_3,SEA_4,21767
LAX_3,DFW_4,64637
EWR_3,STL_4,12016
BOS_3,BWI_4,20272
IND_3,LAS_4,3457
SFO_3,ATL_4,33593
PHL_3,MCO_4,34112
LAX_3,DTW_4,18694
ORD_3,PIT_4,29266
CLT_3,MEM_4,5066
TPA_3,JFK_4,11821
STL_3,IAD_4,5147
TPA_3,CVG_4,9671
MSP_3,SFO_4,21973
CLT_3,ORD_4,20271
MCO_3,TPA_4,6490
IAD_3,BOS_4,18903
CLT_3,MSP_4,3296
SFO_3,BOS_4,12977
DCA_3,MEM_4,9301
TPA_3,ORD_4,26184
BOS_3,DCA_4,57916
LAX_3,IAD_4,32906
MCO_3,MEM_4,13487
PHX_3,STL_4,23865
ORD_3,MCO_4,46682
IND_3,MEM_4,8378
JFK_3,PHX_4,14440
CLE_3,ATL_4,19746
MEM_3,BOS_4,7012
IAD_3,LAX_4,29827
DCA_3,BWI_4,248
MSP_3,SLC_4,14951
DFW_3,STL_4,27917
SFO_3,MSP_4,21690
STL_3,IAH_4,5154
PHX_3,SLC_4,26223
ATL_3,BWI_4,28440
MCO_3,MIA_4,35602
BWI_3,DCA_4,313
ATL_3,MIA_4,72291
LAX_3,EWR_4,29530
MCO_3,MSP_4,16388
BWI_3,CVG_4,3672
DCA_3,MSP_4,18590
SEA_3,STL_4,6083
DFW_3,LAX_4,67286
IND_3,MCO_4,6091
DTW_3,PHX_4,19129
ORD_3,DTW_4,70274
CLT_3,LGA_4,21766
ORD_3,PHX_4,64431
DTW_3,EWR_4,23519
DFW_3,ORD_4,57838
DTW_3,JFK_4,9305
BOS_3,IND_4,107
MEM_3,ATL_4,26070
CVG_3,MEM_4,3326
BOS_3,MEM_4,5730
LAX_3,JFK_4,89480
PHL_3,CVG_4,12172
DFW_3,IAD_4,19710
LGA_3,IAD_4,13010
ATL_3,STL_4,31684
JFK_3,MCO_4,16091
LGA_3,EWR_4,657
CVG_3,IND_4,8571
BOS_3,TPA_4,14466
JFK_3,DFW_4,11413
LGA_3,DTW_4,21818
ORD_3,CLE_4,34753
PIT_3,IAD_4,11727
CVG_3,CLT_4,4453
CLE_3,EWR_4,14701
SEA_3,MSP_4,21647
LAX_3,PHX_4,111495
JFK_3,DTW_4,9701
IAD_3,DFW_4,18246
SFO_3,PIT_4,12201
BOS_3,LGA_4,85322
LGA_3,DFW_4,45634
STL_3,MCO_4,18734
LAX_3,PIT_4,14731
PIT_3,IAH_4,6774
TPA_3,BOS_4,16590
CVG_3,DCA_4,13877
ORD_3,DCA_4,52749
CLE_3,DTW_4,10651
JFK_3,DCA_4,14281
PHL_3,LAS_4,2757
LGA_3,JFK_4,112
DCA_3,IAH_4,14474
TPA_3,LGA_4,20940
IAD_3,SFO_4,22446
JFK_3,CLT_4,2481
CVG_3,BWI_4,4490
CVG_3,JFK_4,3762
DFW_3,LGA_4,46076
DTW_3,ORD_4,66437
LGA_3,IND_4,5437
DFW_3,IAH_4,75364
BOS_3,SFO_4,12349
LAX_3,ORD_4,93211
BOS_3,CLE_4,10671
DTW_3,LAX_4,17914
SEA_3,LAS_4,8413
LGA_3,IAH_4,12993
DFW_3,MEM_4,21950
CVG_3,CLE_4,6507
SEA_3,ORD_4,39744
IAD_3,DCA_4,139
STL_3,LGA_4,17606
DCA_3,IAD_4,185
LAX_3,PHL_4,11629
JFK_3,CVG_4,3514
ORD_3,CLT_4,21774
LGA_3,DCA_4,80640
ORD_3,MIA_4,35745
PIT_3,LAX_4,14682
ORD_3,MEM_4,19555
LAX_3,SLC_4,28684
ATL_3,LGA_4,59457
PHL_3,JFK_4,6917
PIT_3,LAS_4,3651
DCA_3,DTW_4,18783
BWI_3,ORD_4,25871
LGA_3,ATL_4,58089
JFK_3,IAH_4,8323
DFW_3,MCO_4,39366
DTW_3,CVG_4,14839
CVG_3,EWR_4,12182
SEA_3,LAX_4,50359
DTW_3,DFW_4,24811
IAD_3,DTW_4,10648
LAX_3,STL_4,19973
JFK_3,IND_4,1964
STL_3,MEM_4,7376
CLE_3,BWI_4,8570
ORD_3,CVG_4,22344
PHL_3,DFW_4,19119
BOS_3,MCO_4,26885
BOS_3,SLC_4,7874
EWR_3,BOS_4,51034
EWR_3,DTW_4,21262
SEA_3,MEM_4,3967
LGA_3,BOS_4,88101
STL_3,MIA_4,15045
LGA_3,CVG_4,13353
BOS_3,STL_4,17410
LAX_3,SEA_4,49070
LGA_3,CLT_4,21184
DTW_3,MSP_4,29610
DCA_3,EWR_4,25946
CVG_3,DFW_4,14174
PIT_3,LGA_4,20461
PIT_3,IND_4,12593
JFK_3,EWR_4,22
JFK_3,LAX_4,81344
LGA_3,CLE_4,13870
ATL_3,DCA_4,55865
ATL_3,IAH_4,23773
LGA_3,BWI_4,9670
ATL_3,CVG_4,20306
IAD_3,EWR_4,10167
CVG_3,DTW_4,15277
DCA_3,DFW_4,32187
LAX_3,SFO_4,142096
IAD_3,SEA_4,3218
JFK_3,IAD_4,1311
PIT_3,JFK_4,7314
SLC_3,ORD_4,29485
PIT_3,EWR_4,20450
ATL_3,SFO_4,29354
LGA_3,MCO_4,40246
ATL_3,MCO_4,103463
CLE_3,JFK_4,8204
ATL_3,SLC_4,27913
IND_3,STL_4,23994
LAX_3,LAS_4,69519
MCO_3,BWI_4,25245
DFW_3,MIA_4,35026
SFO_3,SLC_4,16161
MCO_3,BOS_4,25249
IAD_3,BWI_4,49
ORD_3,ATL_4,70111
IND_3,TPA_4,6805
IAD_3,IND_4,2237
PIT_3,MIA_4,10106
MCO_3,ATL_4,96687
CLT_3,STL_4,8345
STL_3,LAS_4,15422
LAX_3,LGA_4,233
SEA_3,PIT_4,7741
ORD_3,PHL_4,38876
JFK_3,MSP_4,2762
BWI_3,BOS_4,21692
PHL_3,IND_4,6993
PIT_3,CVG_4,12750
DCA_3,JFK_4,13721
DTW_3,MIA_4,14673
TPA_3,PHL_4,19888
CLT_3,SFO_4,7800
MCO_3,CLE_4,16020
MCO_3,DCA_4,16451
ATL_3,IAD_4,14445
BWI_3,CLE_4,8854
SLC_3,PHX_4,23815
PIT_3,MSP_4,8022
CLT_3,SEA_4,1351
PHL_3,LAX_4,10459
TPA_3,PIT_4,17528
ATL_3,CLE_4,20496
MCO_3,CVG_4,13055
SEA_3,SFO_4,57290
IAD_3,PHX_4,5179
PIT_3,CLE_4,13247
ATL_3,MEM_4,24604
BWI_3,MSP_4,3677
PIT_3,CLT_4,15659
STL_3,JFK_4,7195
CVG_3,LAX_4,8436
ATL_3,LAX_4,49367
BOS_3,LAS_4,1973
IND_3,SFO_4,2945
MCO_3,CLT_4,22368
MSP_3,TPA_4,10551
JFK_3,ORD_4,9917
IND_3,PIT_4,12404
LAX_3,MCO_4,10285
LGA_3,TPA_4,19315
TPA_3,CLE_4,8186
JFK_3,BWI_4,2877
PIT_3,DFW_4,14954
EWR_3,IAD_4,10314
LGA_3,MSP_4,16273
SEA_3,PHL_4,178
